frame,componente,problema,codigo_problema,area_px,largura_px,altura_px,x_px,y_px,proporcao_largura_altura,preenchimento,circularidade,tocou_crop_vertical,tocou_borda_lateral,threshold_usado,percentil_escuro_q,min_altura_config_px,min_largura_config_px,min_area_config_px
10,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,261.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3592032967032967,0.20369985966862705,False,False,75.0,70.0,70.0,80.0,6000.0
11,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,263.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.36195054945054944,0.20260620845535177,False,False,75.0,70.0,70.0,80.0,6000.0
12,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,267.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.36675824175824173,0.20878111543934644,False,False,75.0,70.0,70.0,80.0,6000.0
13,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,269.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3695054945054945,0.20762256500646253,False,False,75.0,70.0,70.0,80.0,6000.0
14,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,262.0,55.0,13.0,178.0,27.0,4.230769230769231,0.36643356643356645,0.20871124717780884,False,False,75.0,70.0,70.0,80.0,6000.0
15,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.0,55.0,13.0,178.0,27.0,4.230769230769231,0.3776223776223776,0.21508410927876767,False,False,75.0,70.0,70.0,80.0,6000.0
16,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.0,55.0,13.0,178.0,27.0,4.230769230769231,0.3776223776223776,0.21508410927876767,False,False,75.0,70.0,70.0,80.0,6000.0
17,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,271.0,55.0,13.0,178.0,27.0,4.230769230769231,0.37902097902097903,0.21588071709091125,False,False,75.0,70.0,70.0,80.0,6000.0
18,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.0,55.0,13.0,178.0,27.0,4.230769230769231,0.3776223776223776,0.21508410927876767,False,False,75.0,70.0,70.0,80.0,6000.0
19,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,262.0,55.0,13.0,178.0,27.0,4.230769230769231,0.36643356643356645,0.20871124717780884,False,False,75.0,70.0,70.0,80.0,6000.0
20,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,286.0,56.0,16.0,177.0,24.0,3.5,0.31919642857142855,0.19645826824890986,False,False,75.0,70.0,70.0,80.0,6000.0
21,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,287.0,56.0,16.0,177.0,24.0,3.5,0.3203125,0.1971451852707592,False,False,75.0,70.0,70.0,80.0,6000.0
22,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,287.0,56.0,16.0,177.0,24.0,3.5,0.3203125,0.1971451852707592,False,False,75.0,70.0,70.0,80.0,6000.0
23,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,288.0,56.0,16.0,177.0,24.0,3.5,0.32142857142857145,0.19783210229260853,False,False,75.0,70.0,70.0,80.0,6000.0
24,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,287.5,56.0,16.0,177.0,24.0,3.5,0.3208705357142857,0.19921046193810626,False,False,75.0,70.0,70.0,80.0,6000.0
25,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,288.0,56.0,16.0,177.0,24.0,3.5,0.32142857142857145,0.19783210229260853,False,False,75.0,70.0,70.0,80.0,6000.0
26,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.375,0.21070988939317575,False,False,75.0,70.0,70.0,80.0,6000.0
27,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37362637362637363,0.20993805829649745,False,False,75.0,70.0,70.0,80.0,6000.0
28,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.375,0.21070988939317575,False,False,75.0,70.0,70.0,80.0,6000.0
29,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37774725274725274,0.21225355158653234,False,False,75.0,70.0,70.0,80.0,6000.0
30,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,277.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3804945054945055,0.21379721377988892,False,False,75.0,70.0,70.0,80.0,6000.0
31,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,276.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3791208791208791,0.21302538268321064,False,False,75.0,70.0,70.0,80.0,6000.0
32,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37774725274725274,0.21225355158653234,False,False,75.0,70.0,70.0,80.0,6000.0
33,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,281.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.385989010989011,0.2168845381666021,False,False,75.0,70.0,70.0,80.0,6000.0
34,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,279.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.38324175824175827,0.21534087597324553,False,False,75.0,70.0,70.0,80.0,6000.0
35,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,276.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3791208791208791,0.21302538268321064,False,False,75.0,70.0,70.0,80.0,6000.0
36,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,281.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.385989010989011,0.2168845381666021,False,False,75.0,70.0,70.0,80.0,6000.0
37,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,277.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3804945054945055,0.21379721377988892,False,False,75.0,70.0,70.0,80.0,6000.0
38,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,276.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3791208791208791,0.21302538268321064,False,False,75.0,70.0,70.0,80.0,6000.0
39,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,271.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37225274725274726,0.20916622719981912,False,False,75.0,70.0,70.0,80.0,6000.0
40,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3708791208791209,0.2083943961031408,False,False,75.0,70.0,70.0,80.0,6000.0
41,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3708791208791209,0.2083943961031408,False,False,75.0,70.0,70.0,80.0,6000.0
42,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3784340659340659,0.21070042782934714,False,False,75.0,70.0,70.0,80.0,6000.0
43,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3784340659340659,0.21070042782934714,False,False,75.0,70.0,70.0,80.0,6000.0
44,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3784340659340659,0.21070042782934714,False,False,75.0,70.0,70.0,80.0,6000.0
45,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.37706043956043955,0.2099356349878613,False,False,75.0,70.0,70.0,80.0,6000.0
46,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,284.5,56.0,16.0,177.0,24.0,3.5,0.31752232142857145,0.1914043508781468,False,False,75.0,70.0,70.0,80.0,6000.0
47,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,276.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3798076923076923,0.21146522067083298,False,False,75.0,70.0,70.0,80.0,6000.0
48,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,276.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3791208791208791,0.21302538268321064,False,False,75.0,70.0,70.0,80.0,6000.0
49,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.375,0.21070988939317575,False,False,75.0,70.0,70.0,80.0,6000.0
50,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,282.5,56.0,15.0,177.0,25.0,3.7333333333333334,0.33630952380952384,0.19817663023381327,False,False,75.0,70.0,70.0,80.0,6000.0
51,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,283.5,56.0,15.0,177.0,25.0,3.7333333333333334,0.3375,0.1988781404293312,False,False,75.0,70.0,70.0,80.0,6000.0
52,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,284.5,56.0,15.0,177.0,25.0,3.7333333333333334,0.3386904761904762,0.19957965062484911,False,False,75.0,70.0,70.0,80.0,6000.0
53,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,284.5,56.0,15.0,177.0,25.0,3.7333333333333334,0.3386904761904762,0.19957965062484911,False,False,75.0,70.0,70.0,80.0,6000.0
54,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,283.0,56.0,15.0,177.0,25.0,3.7333333333333334,0.33690476190476193,0.2002766696263849,False,False,75.0,70.0,70.0,80.0,6000.0
55,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,283.0,56.0,15.0,177.0,25.0,3.7333333333333334,0.33690476190476193,0.2002766696263849,False,False,75.0,70.0,70.0,80.0,6000.0
56,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,277.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.38118131868131866,0.21223001351231885,False,False,75.0,70.0,70.0,80.0,6000.0
57,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,284.5,56.0,15.0,177.0,25.0,3.7333333333333334,0.3386904761904762,0.19957965062484911,False,False,75.0,70.0,70.0,80.0,6000.0
58,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,283.5,56.0,15.0,177.0,25.0,3.7333333333333334,0.3375,0.1988781404293312,False,False,75.0,70.0,70.0,80.0,6000.0
59,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3756868131868132,0.2091708421463755,False,False,75.0,70.0,70.0,80.0,6000.0
60,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3715659340659341,0.21071056308690841,False,False,75.0,70.0,70.0,80.0,6000.0
61,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.375,0.21070988939317575,False,False,75.0,70.0,70.0,80.0,6000.0
62,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37362637362637363,0.20723834196356541,False,False,75.0,70.0,70.0,80.0,6000.0
63,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,269.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.3695054945054945,0.20762256500646253,False,False,75.0,70.0,70.0,80.0,6000.0
64,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,271.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37225274725274726,0.20916622719981912,False,False,75.0,70.0,70.0,80.0,6000.0
65,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37362637362637363,0.20993805829649745,False,False,75.0,70.0,70.0,80.0,6000.0
66,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37362637362637363,0.20993805829649745,False,False,75.0,70.0,70.0,80.0,6000.0
67,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37362637362637363,0.20993805829649745,False,False,75.0,70.0,70.0,80.0,6000.0
68,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,282.5,57.0,14.0,176.0,26.0,4.071428571428571,0.35401002506265666,0.20065288659271882,False,False,75.0,70.0,70.0,80.0,6000.0
69,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,280.0,57.0,14.0,176.0,26.0,4.071428571428571,0.3508771929824561,0.2006405504919012,False,False,75.0,70.0,70.0,80.0,6000.0
70,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,279.0,57.0,14.0,176.0,26.0,4.071428571428571,0.34962406015037595,0.19992397709728726,False,False,75.0,70.0,70.0,80.0,6000.0
71,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,280.0,57.0,14.0,176.0,26.0,4.071428571428571,0.3508771929824561,0.2006405504919012,False,False,75.0,70.0,70.0,80.0,6000.0
72,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.5,57.0,13.0,176.0,27.0,4.384615384615385,0.3690958164642375,0.2064931659551795,False,False,75.0,70.0,70.0,80.0,6000.0
73,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3715659340659341,0.21071056308690841,False,False,75.0,70.0,70.0,80.0,6000.0
74,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,276.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.3798076923076923,0.21146522067083298,False,False,75.0,70.0,70.0,80.0,6000.0
75,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,277.5,56.0,14.0,177.0,26.0,4.0,0.3539540816326531,0.20316524781529116,False,False,75.0,70.0,70.0,80.0,6000.0
76,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,277.5,56.0,14.0,177.0,26.0,4.0,0.3539540816326531,0.20316524781529116,False,False,75.0,70.0,70.0,80.0,6000.0
77,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.5,56.0,13.0,177.0,27.0,4.3076923076923075,0.37706043956043955,0.2099356349878613,False,False,75.0,70.0,70.0,80.0,6000.0
78,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,271.0,56.0,13.0,177.0,27.0,4.3076923076923075,0.37225274725274726,0.2091662275906491,False,False,75.0,70.0,70.0,80.0,6000.0
79,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.5,57.0,13.0,176.0,27.0,4.384615384615385,0.3690958164642375,0.20279326945099813,False,False,75.0,70.0,70.0,80.0,6000.0
80,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.5,57.0,13.0,176.0,27.0,4.384615384615385,0.3717948717948718,0.20427621840493596,False,False,75.0,70.0,70.0,80.0,6000.0
81,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.5,57.0,13.0,176.0,27.0,4.384615384615385,0.37044534412955465,0.20353474392796703,False,False,75.0,70.0,70.0,80.0,6000.0
82,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.5,57.0,13.0,176.0,27.0,4.384615384615385,0.3690958164642375,0.20279326945099813,False,False,75.0,70.0,70.0,80.0,6000.0
83,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.5,57.0,13.0,176.0,27.0,4.384615384615385,0.3690958164642375,0.20279326945099813,False,False,75.0,70.0,70.0,80.0,6000.0
84,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.5,57.0,13.0,176.0,27.0,4.384615384615385,0.37044534412955465,0.20353474392796703,False,False,75.0,70.0,70.0,80.0,6000.0
85,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.5,57.0,13.0,176.0,27.0,4.384615384615385,0.37044534412955465,0.20353474392796703,False,False,75.0,70.0,70.0,80.0,6000.0
86,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.5,57.0,13.0,176.0,27.0,4.384615384615385,0.37044534412955465,0.20353474392796703,False,False,75.0,70.0,70.0,80.0,6000.0
87,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.5,57.0,13.0,176.0,27.0,4.384615384615385,0.36774628879892035,0.19950461271952014,False,False,75.0,70.0,70.0,80.0,6000.0
88,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.0,57.0,13.0,176.0,27.0,4.384615384615385,0.3684210526315789,0.20425657876423767,False,False,75.0,70.0,70.0,80.0,6000.0
89,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,273.0,57.0,13.0,176.0,27.0,4.384615384615385,0.3684210526315789,0.20425657876423767,False,False,75.0,70.0,70.0,80.0,6000.0
90,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,57.0,13.0,176.0,27.0,4.384615384615385,0.36707152496626183,0.20350838616803169,False,False,75.0,70.0,70.0,80.0,6000.0
91,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,57.0,13.0,176.0,27.0,4.384615384615385,0.36707152496626183,0.20350838616803169,False,False,75.0,70.0,70.0,80.0,6000.0
92,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,271.0,57.0,13.0,176.0,27.0,4.384615384615385,0.3657219973009447,0.20276019357182565,False,False,75.0,70.0,70.0,80.0,6000.0
93,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,270.0,57.0,13.0,176.0,27.0,4.384615384615385,0.3643724696356275,0.20201200097561967,False,False,75.0,70.0,70.0,80.0,6000.0
94,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,268.0,57.0,13.0,176.0,27.0,4.384615384615385,0.3616734143049933,0.20051561578320767,False,False,75.0,70.0,70.0,80.0,6000.0
95,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,57.0,13.0,176.0,27.0,4.384615384615385,0.36707152496626183,0.20350838616803169,False,False,75.0,70.0,70.0,80.0,6000.0
96,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,272.0,56.0,14.0,177.0,26.0,4.0,0.3469387755102041,0.20093135531150286,False,False,75.0,70.0,70.0,80.0,6000.0
