frame,componente,problema,codigo_problema,area_px,largura_px,altura_px,x_px,y_px,proporcao_largura_altura,preenchimento,circularidade,tocou_crop_vertical,tocou_borda_lateral,threshold_usado,percentil_escuro_q,min_altura_config_px,min_largura_config_px,min_area_config_px,topo_ruler_mm_estimado,topo_minimo_config_mm
5,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
5,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,661.0,30.0,31.0,0.0,204.0,0.967741935483871,0.710752688172043,0.768840934780433,False,True,75.0,73.0,70.0,80.0,6000.0,,
5,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
5,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.5,9.0,6.0,396.0,89.0,1.5,0.3425925925925926,0.5410907037292711,False,False,75.0,73.0,70.0,80.0,6000.0,,
5,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3430.0,92.0,108.0,249.0,57.0,0.8518518518518519,0.34520933977455714,0.30562836207963257,False,False,75.0,73.0,70.0,80.0,6000.0,,
6,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,111.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26802884615384615,0.26637064683456085,False,False,75.0,73.0,70.0,80.0,6000.0,,
6,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
6,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,662.0,30.0,31.0,0.0,204.0,0.967741935483871,0.7118279569892473,0.7700040829419768,False,True,75.0,73.0,70.0,80.0,6000.0,,
6,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
6,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.5,9.0,6.0,396.0,89.0,1.5,0.3425925925925926,0.5410907037292711,False,False,75.0,73.0,70.0,80.0,6000.0,,
6,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3416.0,92.0,108.0,249.0,57.0,0.8518518518518519,0.3438003220611916,0.30438089937726676,False,False,75.0,73.0,70.0,80.0,6000.0,,
7,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,111.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26802884615384615,0.26637064683456085,False,False,75.0,73.0,70.0,80.0,6000.0,,
7,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
7,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,663.0,30.0,31.0,0.0,204.0,0.967741935483871,0.7129032258064516,0.7711672311035205,False,True,75.0,73.0,70.0,80.0,6000.0,,
7,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
7,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,17.5,9.0,6.0,396.0,89.0,1.5,0.32407407407407407,0.5118425516943812,False,False,75.0,73.0,70.0,80.0,6000.0,,
7,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3415.0,92.0,108.0,249.0,57.0,0.8518518518518519,0.3436996779388084,0.3042917948985263,False,False,75.0,73.0,70.0,80.0,6000.0,,
8,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,111.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26802884615384615,0.26637064683456085,False,False,75.0,73.0,70.0,80.0,6000.0,,
8,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
8,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,660.5,30.0,32.0,0.0,204.0,0.9375,0.6880208333333333,0.7477726810802812,False,True,75.0,73.0,70.0,80.0,6000.0,,
8,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,338.0,171.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
8,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
8,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
8,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3408.0,92.0,108.0,249.0,57.0,0.8518518518518519,0.34299516908212563,0.3036680635473434,False,False,75.0,73.0,70.0,80.0,6000.0,,
9,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,111.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26802884615384615,0.26637064683456085,False,False,75.0,73.0,70.0,80.0,6000.0,,
9,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
9,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,657.5,30.0,32.0,0.0,204.0,0.9375,0.6848958333333334,0.7443762856891137,False,True,75.0,73.0,70.0,80.0,6000.0,,
9,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
9,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
9,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3400.0,92.0,108.0,249.0,57.0,0.8518518518518519,0.3421900161030596,0.30162301855621915,False,False,75.0,73.0,70.0,80.0,6000.0,,
10,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,111.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26802884615384615,0.26637064683456085,False,False,75.0,73.0,70.0,80.0,6000.0,,
10,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
10,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,656.5,30.0,32.0,0.0,204.0,0.9375,0.6838541666666667,0.7432441544561265,False,True,75.0,73.0,70.0,80.0,6000.0,,
10,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
10,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
10,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3396.0,92.0,107.0,249.0,57.0,0.8598130841121495,0.3449817147501016,0.30449572249947376,False,False,75.0,73.0,70.0,80.0,6000.0,,
11,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,109.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26322115384615385,0.26159269801241625,False,False,75.0,73.0,70.0,80.0,6000.0,,
11,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
11,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,661.0,30.0,31.0,0.0,204.0,0.967741935483871,0.710752688172043,0.7688409330168773,False,True,75.0,73.0,70.0,80.0,6000.0,,
11,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,338.0,170.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
11,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
11,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
11,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3392.0,92.0,107.0,249.0,57.0,0.8598130841121495,0.34457537586347015,0.304137069712863,False,False,75.0,73.0,70.0,80.0,6000.0,,
12,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,109.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26322115384615385,0.26159269801241625,False,False,75.0,73.0,70.0,80.0,6000.0,,
12,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
12,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,661.0,30.0,31.0,0.0,204.0,0.967741935483871,0.710752688172043,0.7688409330168773,False,True,75.0,73.0,70.0,80.0,6000.0,,
12,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
12,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
12,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3419.5,92.0,109.0,249.0,57.0,0.8440366972477065,0.3409952134024731,0.3024108247991232,False,False,75.0,73.0,70.0,80.0,6000.0,,
13,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,109.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26322115384615385,0.26159269801241625,False,False,75.0,73.0,70.0,80.0,6000.0,,
13,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
13,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,660.0,30.0,31.0,0.0,204.0,0.967741935483871,0.7096774193548387,0.7676777848580013,False,True,75.0,73.0,70.0,80.0,6000.0,,
13,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
13,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
13,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3421.0,92.0,110.0,249.0,57.0,0.8363636363636363,0.33804347826086956,0.2984350876944188,False,False,75.0,73.0,70.0,80.0,6000.0,,
14,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,109.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26322115384615385,0.26159269801241625,False,False,75.0,73.0,70.0,80.0,6000.0,,
14,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
14,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,659.0,30.0,31.0,0.0,204.0,0.967741935483871,0.7086021505376344,0.7665146366991257,False,True,75.0,73.0,70.0,80.0,6000.0,,
14,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
14,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
14,6,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3466.5,92.0,112.0,249.0,57.0,0.8214285714285714,0.336422748447205,0.29832552517849376,False,False,75.0,73.0,70.0,80.0,6000.0,,
15,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,109.5,32.0,13.0,382.0,313.0,2.4615384615384617,0.26322115384615385,0.26159269801241625,False,False,75.0,73.0,70.0,80.0,6000.0,,
15,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,340.0,264.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
15,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,11.5,7.0,4.0,400.0,209.0,1.75,0.4107142857142857,0.6362380867588684,False,False,75.0,73.0,70.0,80.0,6000.0,,
15,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,661.0,30.0,31.0,0.0,204.0,0.967741935483871,0.710752688172043,0.7688409330168773,False,True,75.0,73.0,70.0,80.0,6000.0,,
15,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
15,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,14.5,8.0,6.0,396.0,89.0,1.3333333333333333,0.3020833333333333,0.5195157222264152,False,False,75.0,73.0,70.0,80.0,6000.0,,
15,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3466.0,92.0,115.0,249.0,57.0,0.8,0.3275992438563327,0.2900062523047738,False,False,75.0,73.0,70.0,80.0,6000.0,,
