frame,componente,problema,codigo_problema,area_px,largura_px,altura_px,x_px,y_px,proporcao_largura_altura,preenchimento,circularidade,tocou_crop_vertical,tocou_borda_lateral,threshold_usado,percentil_escuro_q,min_altura_config_px,min_largura_config_px,min_area_config_px
2,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,314.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.48835403726708076,0.3847133502488816,False,False,75.0,26.0,70.0,80.0,6000.0
2,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,22.0,10.0,4.0,54.0,313.0,2.5,0.55,0.6587925570046588,False,False,75.0,26.0,70.0,80.0,6000.0
2,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,26.0,70.0,80.0,6000.0
2,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,26.0,70.0,80.0,6000.0
2,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1010.5,82.0,19.0,126.0,42.0,4.315789473684211,0.6485879332477535,0.3785400276359109,False,False,75.0,26.0,70.0,80.0,6000.0
2,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,26.0,70.0,80.0,6000.0
2,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,4.0,5.0,88.0,8.0,0.8,0.3,0.6858054748288855,False,False,75.0,26.0,70.0,80.0,6000.0
2,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1001.0,65.0,40.0,243.0,0.0,1.625,0.385,0.35558518129502714,True,False,75.0,26.0,70.0,80.0,6000.0
3,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509305650617,True,False,75.0,26.0,70.0,80.0,6000.0
3,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,314.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.48835403726708076,0.3847133502488816,False,False,75.0,26.0,70.0,80.0,6000.0
3,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,21.0,10.0,4.0,54.0,313.0,2.5,0.525,0.6288474407771745,False,False,75.0,26.0,70.0,80.0,6000.0
3,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,26.0,70.0,80.0,6000.0
3,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,26.0,70.0,80.0,6000.0
3,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1012.5,83.0,19.0,125.0,42.0,4.368421052631579,0.6420418516169943,0.3711394830423784,False,False,75.0,26.0,70.0,80.0,6000.0
3,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,26.0,70.0,80.0,6000.0
3,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,4.0,5.0,88.0,8.0,0.8,0.3,0.6858054748288855,False,False,75.0,26.0,70.0,80.0,6000.0
3,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1001.0,65.0,40.0,243.0,0.0,1.625,0.385,0.35558518129502714,True,False,75.0,26.0,70.0,80.0,6000.0
4,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509305650617,True,False,75.0,25.0,70.0,80.0,6000.0
4,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,314.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.48835403726708076,0.3847133502488816,False,False,75.0,25.0,70.0,80.0,6000.0
4,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,21.0,10.0,4.0,54.0,313.0,2.5,0.525,0.6288474407771745,False,False,75.0,25.0,70.0,80.0,6000.0
4,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
4,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,25.0,70.0,80.0,6000.0
4,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1012.5,83.0,19.0,125.0,42.0,4.368421052631579,0.6420418516169943,0.3711394830423784,False,False,75.0,25.0,70.0,80.0,6000.0
4,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
4,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,4.0,5.0,88.0,8.0,0.8,0.3,0.6858054748288855,False,False,75.0,25.0,70.0,80.0,6000.0
4,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1001.0,65.0,40.0,243.0,0.0,1.625,0.385,0.35558518129502714,True,False,75.0,25.0,70.0,80.0,6000.0
5,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509348664718,True,False,75.0,25.0,70.0,80.0,6000.0
5,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,317.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.49301242236024845,0.3883831119364703,False,False,75.0,25.0,70.0,80.0,6000.0
5,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,21.0,10.0,4.0,54.0,313.0,2.5,0.525,0.6288474407771745,False,False,75.0,25.0,70.0,80.0,6000.0
5,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
5,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,25.0,70.0,80.0,6000.0
5,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1012.5,83.0,19.0,125.0,42.0,4.368421052631579,0.6420418516169943,0.3711394830423784,False,False,75.0,25.0,70.0,80.0,6000.0
5,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
5,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,88.0,9.0,1.0,0.25,0.6981317246937627,False,False,75.0,25.0,70.0,80.0,6000.0
5,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1001.0,65.0,40.0,243.0,0.0,1.625,0.385,0.35558518129502714,True,False,75.0,25.0,70.0,80.0,6000.0
6,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,274.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6088888888888889,0.6527685678305938,True,False,75.0,25.0,70.0,80.0,6000.0
6,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,325.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.5054347826086957,0.3981691431033735,False,False,75.0,25.0,70.0,80.0,6000.0
6,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,22.0,10.0,4.0,54.0,313.0,2.5,0.55,0.6587925570046588,False,False,75.0,25.0,70.0,80.0,6000.0
6,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
6,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,25.0,70.0,80.0,6000.0
6,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1010.5,83.0,19.0,125.0,42.0,4.368421052631579,0.6407736207989854,0.3704063680141466,False,False,75.0,25.0,70.0,80.0,6000.0
6,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
6,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,88.0,9.0,1.0,0.25,0.6981317246937627,False,False,75.0,25.0,70.0,80.0,6000.0
6,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,999.0,65.0,40.0,243.0,0.0,1.625,0.3842307692307692,0.3548747213923398,True,False,75.0,25.0,70.0,80.0,6000.0
7,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509348664718,True,False,75.0,26.0,70.0,80.0,6000.0
7,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,326.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.5069875776397516,0.39939239699923645,False,False,75.0,26.0,70.0,80.0,6000.0
7,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,22.0,10.0,4.0,54.0,313.0,2.5,0.55,0.6587925570046588,False,False,75.0,26.0,70.0,80.0,6000.0
7,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,26.0,70.0,80.0,6000.0
7,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,26.0,70.0,80.0,6000.0
7,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1015.5,88.0,19.0,120.0,42.0,4.631578947368421,0.6073564593301436,0.32397287200324915,False,False,75.0,26.0,70.0,80.0,6000.0
7,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,26.0,70.0,80.0,6000.0
7,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,88.0,9.0,1.0,0.25,0.6981317246937627,False,False,75.0,26.0,70.0,80.0,6000.0
7,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,998.0,65.0,40.0,243.0,0.0,1.625,0.38384615384615384,0.3545194914409961,True,False,75.0,26.0,70.0,80.0,6000.0
8,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509348664718,True,False,75.0,25.0,70.0,80.0,6000.0
8,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,328.5,46.0,14.0,118.0,380.0,3.2857142857142856,0.5100931677018633,0.40183890668145683,False,False,75.0,25.0,70.0,80.0,6000.0
8,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,22.0,10.0,4.0,54.0,313.0,2.5,0.55,0.6587925570046588,False,False,75.0,25.0,70.0,80.0,6000.0
8,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
8,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,25.0,70.0,80.0,6000.0
8,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1013.5,88.0,19.0,120.0,42.0,4.631578947368421,0.6061602870813397,0.3233348157369298,False,False,75.0,25.0,70.0,80.0,6000.0
8,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
8,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,8.0,9.0,88.0,8.0,0.8888888888888888,0.20833333333333334,0.39666913287673256,False,False,75.0,25.0,70.0,80.0,6000.0
8,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1001.5,65.0,41.0,243.0,0.0,1.5853658536585367,0.37579737335834895,0.35047251823006365,True,False,75.0,25.0,70.0,80.0,6000.0
9,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509348664718,True,False,75.0,25.0,70.0,80.0,6000.0
9,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,329.5,47.0,14.0,117.0,380.0,3.357142857142857,0.5007598784194529,0.3876140029406075,False,False,75.0,25.0,70.0,80.0,6000.0
9,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,24.0,11.0,4.0,53.0,313.0,2.75,0.5454545454545454,0.5965192431981249,False,False,75.0,25.0,70.0,80.0,6000.0
9,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
9,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,25.0,70.0,80.0,6000.0
9,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1015.5,88.0,20.0,120.0,42.0,4.4,0.5769886363636364,0.3212851160735493,False,False,75.0,25.0,70.0,80.0,6000.0
9,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
9,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.0,9.0,11.0,88.0,8.0,0.8181818181818182,0.18181818181818182,0.31902470103232905,False,False,75.0,25.0,70.0,80.0,6000.0
9,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,995.5,65.0,39.0,243.0,0.0,1.6666666666666667,0.39270216962524657,0.36682836932629986,True,False,75.0,25.0,70.0,80.0,6000.0
10,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,3.0,5.0,2.0,90.0,478.0,2.5,0.3,0.4836870396227584,True,False,75.0,25.0,70.0,80.0,6000.0
10,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,275.0,25.0,18.0,283.0,462.0,1.3888888888888888,0.6111111111111112,0.6551509348664718,True,False,75.0,25.0,70.0,80.0,6000.0
10,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,329.5,47.0,14.0,117.0,380.0,3.357142857142857,0.5007598784194529,0.3876140029406075,False,False,75.0,25.0,70.0,80.0,6000.0
10,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,24.0,11.0,4.0,53.0,313.0,2.75,0.5454545454545454,0.5965192431981249,False,False,75.0,25.0,70.0,80.0,6000.0
10,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,35.0,100.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
10,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,49.5,12.0,9.0,271.0,66.0,1.3333333333333333,0.4583333333333333,0.6737565316309456,False,False,75.0,25.0,70.0,80.0,6000.0
10,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,1017.5,88.0,20.0,120.0,42.0,4.4,0.578125,0.32191787848826825,False,False,75.0,25.0,70.0,80.0,6000.0
10,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,283.0,27.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,25.0,70.0,80.0,6000.0
